comment_counter,article_id,data_type,is_empty,ID,parentID,status,text,edited,timestamp,isModerator,threadID,TotalVotes,highlightGroups,moderatorEdit,negVotes,streamId,vote,descendantsCount,threadTimestamp,flagCount,posVotes,sender_isSelf,sender_loginProvider,author
source1_14513047_12_0,14513047,comment,N,82e25a114be54d51a430577ff6b835eb,804a7cc2a7ce4f6dae82776f8ca26ece,published,One suspects that those depending on inheritances to bail them out will be disappointed.,False,1380213446895,False,804a7cc2a7ce4f6dae82776f8ca26ece,0,[],,,14513047,none,,0,0,,False,Site,Ascalepius
source1_14513047_13,14513047,comment,N,8d8253f9a4334998bccf019b026a5bec,,published,"A rather meandering, directionless recitation of stats. Simpson states 'The poorest Canadians are, in hard fact, the ones who need government help the most.' Then he recites statistics showing they in fact get the most help. And much of that help comes from income redistribution from the 'rich'. Poor is a relative term and does not necessarily mean living in poverty. The proliferation of satellite dishes on the balconies of public housing buildings is telling. ",False,1380116928467,False,,-2,[],,7,14513047,none,1,1380136084318,0,5,False,Site,Glenn Fiddich
source1_14513047_13_0,14513047,comment,N,73067b8afd87456880631b6f52b4beba,8d8253f9a4334998bccf019b026a5bec,published,If the poor are so much better off today why at the same time that personal income tax rates have been decreased employment insurance and welfare rates have either been reduced for frozen for so long.  I hardly think the poor are better off today because there are satellite dishes on public housing buildings.,False,1380136084318,False,8d8253f9a4334998bccf019b026a5bec,-1,[],,2,14513047,none,,0,0,1,False,Site,J. K. Galbraith
source1_14513047_14,14513047,comment,N,fba1e4ecf83e4cd4a6a271aa953cf6b5,,published,"Ever increasing tax cuts and credits, benefitting mainly the wealthy, over the last twenty years has contributed to the decimation of the middle class. Increasing income disparity and decreasing levels of equal opportunity are also the consequences of this misguided and repugnant policy. ",False,1380122729875,False,,-3,[],,7,14513047,none,,1380122729875,0,4,False,Site,River City
source1_14513047_15,14513047,comment,N,facd5fa9ef5849e6b7f519d3c5c8e371,,published,"'... politically, they are the target of every party.'Sure! The broke folk can't use the tax deduction for political donations, and the rich and stupid are forking out from their lobbyist associations, clubs, business and industry groups.Democracy is for sale. Harper knows, Trudeau's cutting his teeth on it. More ghettos coming, and a Canadian Spring?",False,1380118465784,False,,-3,[],,5,14513047,none,,1380118465784,0,2,False,Site,NormInWpg
source1_14513358_0,14513358,comment,N,0aa09e362807484ca954fc1b9ba1e31f,,published,"Given that the Obama adminstration has ruthlessly pursued whistle blowers, has continued to indefinately imprison persons for which no charges have been laid, and summarily executes 'suspected terrorists' and their families without any sort of arrest or trial, Mr Obama has no right to lecture anyone on human rights. Give back your peace prize, Mr President, sir.",False,1380114181432,False,,4,[],,1,14513358,none,,1380114181432,0,5,False,Site,Antares
source1_14513358_1,14513358,comment,N,4d5f92aee4324b9b9c77a2be9f3a1f5c,,published,"Seriously? Is there anyone, anywhere in the world that believes the USA has credibility on the issue of human rights?",False,1380120399392,False,,3,[],,,14513358,none,,1380120399392,0,3,False,Site,bul401
source1_14513358_2,14513358,comment,N,243fc4e561174c29b08b38682a579747,,published,"Ms Nemat, the word 'awesome' is used pretty casually these days.But you are awesome.",False,1380138989927,False,,0,[],,,14513358,none,,1380138989927,0,,False,Site,Mambo Bananapatch
source1_14513358_3,14513358,comment,N,f7fb548b9295433f96324aa8f8c68644,,rejected,This comment has been deleted,False,1380111823827,False,,0,,False,0,14513358,none,1,1380114180458,0,0,False,,[removed]
source1_14513358_3_0,14513358,comment,N,c5df36e26e194f09b84e98d27118c28d,f7fb548b9295433f96324aa8f8c68644,published,"At least the US stands for what you believe in .. you know things like freedom, freedom of speech that you and your family im sure appreciate. If you want to be so critical of Western Democracy, go test out living on the other side of the world in Iran or Syria and see how long you're singing that tune. ",False,1380114180458,False,f7fb548b9295433f96324aa8f8c68644,-1,[],,2,14513358,none,,0,0,1,False,Site,MJS1010
source1_14513358_4,14513358,comment,N,2e9001d56c5b499990359f3ad8d4c2a6,,rejected,This comment has been deleted,False,1380122863461,False,,0,,False,0,14513358,none,1,1380170148256,0,0,False,,[removed]
source1_14513358_4_0,14513358,comment,N,b79b7b7507684d3eaa9a97e9ccb0f2dd,2e9001d56c5b499990359f3ad8d4c2a6,published,Idiotic appeasement is no more or less stupid than reflexive aggression. Your thinking is no deeper than was Chamberlain's.,False,1380139072312,False,2e9001d56c5b499990359f3ad8d4c2a6,1,[],,1,14513358,none,,0,0,2,False,Site,Mambo Bananapatch
source1_14514324_0,14514324,comment,N,e3bc9ff72fbd4bb498debfb7d466382a,,published,The proposed charter will ban any visible differences simply because those differences are important to the people in question.  They will then define this as neutral.  It is anything but.,False,1380143001265,False,,6,[],,1,14514324,none,1,1380171471092,0,7,False,Site,TorTech
source1_14514324_0_0,14514324,comment,N,9770edaa346b45c1b5159eb24f6a1a29,e3bc9ff72fbd4bb498debfb7d466382a,published,The PQ has legally enshrined discrimination against anglophones and their language so it's no surprise they're going after other minorities now. Pure Laine bigots. What a xenophobic little banana republic Quebec has become. ,False,1380171471092,False,e3bc9ff72fbd4bb498debfb7d466382a,1,[],,,14514324,none,,0,0,1,False,Site,Balmy Beacher
